EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
2020p081976|2020-01-31T07:54:45|-25.013|-179.136|564.1|GNS|GNS|GNS|2020p081976|mB|4.2|GNS|1305 km north-east of Cape Reinga
2016p298641|2016-04-20T11:54:39|-30.357|-178.842|326.4|GNS|GNS|GNS|2016p298641|M|4.0|GNS|845 km north of Te Araroa
2016p306839|2016-04-23T12:41:56|-23.052|-179.523|653.0|GNS|GNS|GNS|2016p306839|M|4.2|GNS|1470 km north-east of Cape Reinga
2020p082298|2020-01-31T10:47:05|-30.790|-177.263|197.8|GNS|GNS|GNS|2020p082298|mB|4.6|GNS|855 km north-east of Te Araroa
2020p082600|2020-01-31T13:26:28|-25.744|-179.943|537.9|GNS|GNS|GNS|2020p082600|mB|4.2|GNS|1195 km north-east of Cape Reinga
2020p082649|2020-01-31T13:53:34|-25.796|178.996|648.8|GNS|GNS|GNS|2020p082649|mB|5.2|GNS|1130 km north-east of Cape Reinga
2020p082802|2020-01-31T15:14:32|-26.381|-177.657|426.1|GNS|GNS|GNS|2020p082802|mB|4.6|GNS|1285 km north-east of Cape Reinga
2020p083423|2020-01-31T20:48:18|-31.538|-177.332|12.0|GNS|GNS|GNS|2020p083423|M|4.3|GNS|780 km north-east of Te Araroa
2020p084141|2020-02-01T03:07:53|-25.527|-179.397|596.4|GNS|GNS|GNS|2020p084141|M|4.9|GNS|1245 km north-east of Cape Reinga
2020p202584|2020-03-15T22:57:05|-39.797|174.247|144.3|GNS|GNS|GNS|2020p202584|M|4.2|GNS|20 km south of Hawera
2020p202619|2020-03-15T23:09:35|-4.090|154.130|384.0|GNS|GNS|GNS|2020p202619|mB|5.5|GNS|3865 km north-west of Cape Reinga
2020p202661|2020-03-15T23:33:17|-12.300|166.460|100.0|GNS|GNS|GNS|2020p202661|mB|5.1|GNS|2530 km north of Cape Reinga
2020p203008|2020-03-16T02:41:37|-32.271|-177.654|100.0|GNS|GNS|GNS|2020p203008|M|4.5|GNS|695 km north-east of Te Araroa
2020p203346|2020-03-16T05:40:22|-24.360|179.932|500.0|GNS|GNS|GNS|2020p203346|mB|4.9|GNS|1315 km north-east of Cape Reinga
2020p204516|2020-03-16T16:02:24|-30.104|-177.942|147.4|GNS|GNS|GNS|2020p204516|M|4.4|GNS|900 km north-east of Te Araroa
2020p206793|2020-03-17T12:19:31|-47.194|169.618|12.0|GNS|GNS|GNS|2020p206793|M|4.7|GNS|105 km south of Balclutha
2013p552776|2013-07-24T12:39:11|-41.671|174.239|8.0|GNS|GNS|GNS|2013p552776|M|4.1|GNS|10 km east of Seddon
2020p207170|2020-03-17T15:39:23|-32.487|-179.690|300.0|GNS|GNS|GNS|2020p207170|mB|4.6|GNS|595 km north of Te Araroa
2020p207227|2020-03-17T16:06:28|-16.025|-172.191|10.0|GNS|GNS|GNS|2020p207227|mB|5.9|GNS|2535 km north-east of Cape Reinga
2020p207585|2020-03-17T19:21:46|-18.155|-178.116|542.0|GNS|GNS|GNS|2020p207585|mB|4.9|GNS|2020 km north-east of Cape Reinga
2016p293337|2016-04-18T12:49:03|-33.132|-179.558|33.0|GNS|GNS|GNS|2016p293337|M|4.3|GNS|530 km north of Te Araroa
2016p295225|2016-04-19T05:25:39|-55.630|-27.230|11.0|GNS|GNS|GNS|2016p295225|M|5.3|GNS|8440 km south of Snares Islands
2020p084325|2020-02-01T04:43:59|-20.726|-173.532|33.0|GNS|GNS|GNS|2020p084325|M|5.4|GNS|2030 km north-east of Te Araroa
2020p084621|2020-02-01T07:25:34|-34.617|-178.751|33.0|GNS|GNS|GNS|2020p084621|M|4.4|GNS|420 km north-east of Te Araroa
2013p553025|2013-07-24T14:47:23|-11.833|166.636|173.0|GNS|GNS|GNS|2013p553025|M|4.4|GNS|2575 km north of Cape Reinga
2020p208479|2020-03-18T03:13:46|-13.137|167.068|179.0|GNS|GNS|GNS|2020p208479|M|6.1|GNS|2425 km north of Cape Reinga
2020p208540|2020-03-18T03:48:20|-24.984|-179.815|602.1|GNS|GNS|GNS|2020p208540|mB|4.2|GNS|1270 km north-east of Cape Reinga
2020p208552|2020-03-18T03:53:54|-20.480|-177.926|526.0|GNS|GNS|GNS|2020p208552|mB|4.6|GNS|1800 km north-east of Cape Reinga
2020p086679|2020-02-02T01:42:03|-32.495|-177.927|0.0|GNS|GNS|GNS|2020p086679|M|4.5|GNS|660 km north-east of Te Araroa
2020p086990|2020-02-02T04:24:36|-16.613|-176.073|190.3|GNS|GNS|GNS|2020p086990|mB|4.6|GNS|2270 km north-east of Cape Reinga
2013p552956|2013-07-24T14:15:14|-41.667|174.243|13.8|GNS|GNS|GNS|2013p552956|M|4.0|GNS|10 km east of Seddon
2013p555157|2013-07-25T09:48:07|-41.654|174.271|10.9|GNS|GNS|GNS|2013p555157|M|4.0|GNS|15 km east of Seddon
2020p208919|2020-03-18T07:11:15|-33.595|179.338|300.0|GNS|GNS|GNS|2020p208919|mB|4.3|GNS|455 km north of Te Araroa
2020p088316|2020-02-02T16:14:13|-30.703|179.880|329.1|GNS|GNS|GNS|2020p088316|mB|4.4|GNS|760 km north-east of Whangarei
2020p088754|2020-02-02T20:07:18|-35.004|-178.723|180.1|GNS|GNS|GNS|2020p088754|MLv|4.5|GNS|390 km north-east of Te Araroa
2020p088957|2020-02-02T21:52:39|-17.991|-177.979|608.2|GNS|GNS|GNS|2020p088957|mB|4.8|GNS|2040 km north-east of Cape Reinga
2020p209067|2020-03-18T08:26:40|-16.949|-173.780|100.0|GNS|GNS|GNS|2020p209067|mB|4.7|GNS|2360 km north-east of Cape Reinga
2013p556361|2013-07-25T20:27:45|-31.601|-179.546|293.8|GNS|GNS|GNS|2013p556361|M|4.4|GNS|695 km north of Te Araroa
2013p557779|2013-07-26T09:03:21|-32.194|-178.343|33.0|GNS|GNS|GNS|2013p557779|M|4.5|GNS|670 km north-east of Te Araroa
2020p209617|2020-03-18T13:23:06|-30.427|-178.708|300.0|GNS|GNS|GNS|2020p209617|mB|4.5|GNS|840 km north of Te Araroa
2020p210015|2020-03-18T16:56:23|-36.497|179.155|33.0|GNS|GNS|GNS|2020p210015|M|5.1|GNS|140 km north-east of Te Araroa
2016p297226|2016-04-19T23:19:57|-26.566|-177.993|387.1|GNS|GNS|GNS|2016p297226|M|4.0|GNS|1245 km north-east of Cape Reinga
2020p152217|2020-02-26T07:32:55|-5.637|128.819|100.0|GNS|GNS|GNS|2020p152217|mB|6.2|GNS|5515 km north-west of Cape Reinga
2020p211573|2020-03-19T06:45:26|-32.525|-178.485|216.0|GNS|GNS|GNS|2020p211573|M|4.2|GNS|630 km north-east of Te Araroa
2013p557536|2013-07-26T06:55:18|-45.036|167.199|5.2|GNS|GNS|GNS|2013p557536|M|4.1|GNS|55 km north-west of Te Anau
2016p296289|2016-04-19T15:00:22|-20.512|-174.061|255.5|GNS|GNS|GNS|2016p296289|M|4.1|GNS|2015 km north-east of Cape Reinga
2020p211898|2020-03-19T09:36:30|-20.700|-174.260|300.0|GNS|GNS|GNS|2020p211898|mB|4.3|GNS|1990 km north-east of Cape Reinga
2020p212677|2020-03-19T16:34:00|-33.533|179.727|313.0|GNS|GNS|GNS|2020p212677|mB|4.4|GNS|470 km north of Te Araroa
2020p212726|2020-03-19T16:59:17|-31.936|-179.049|379.2|GNS|GNS|GNS|2020p212726|mB|4.7|GNS|670 km north of Te Araroa
2013p555570|2013-07-25T13:25:34|-29.415|-175.958|12.0|GNS|GNS|GNS|2013p555570|M|5.0|GNS|1050 km north-east of Te Araroa
2017p846849|2017-11-10T08:00:41|-33.254|179.939|133.6|GNS|GNS|GNS|2017p846849|M|4.6|GNS|505 km north of Te Araroa
2013p552876|2013-07-24T13:31:34|-32.466|179.587|270.7|GNS|GNS|GNS|2013p552876|M|4.5|GNS|580 km north of Te Araroa
2016p304350|2016-04-22T14:31:36|-7.000|155.840|78.0|GNS|GNS|GNS|2016p304350|M|4.8|GNS|3490 km north-west of Cape Reinga
2013p554277|2013-07-25T01:58:54|-41.689|174.105|19.7|GNS|GNS|GNS|2013p554277|M|4.0|GNS|Within 5 km of Seddon
2016p301642|2016-04-21T14:28:14|-3.730|142.750|59.0|GNS|GNS|GNS|2016p301642|M|5.1|GNS|4595 km north-west of Cape Reinga
2013p552596|2013-07-24T11:03:14|-41.607|174.318|14.1|GNS|GNS|GNS|2013p552596|M|4.3|GNS|20 km east of Seddon
2020p090461|2020-02-03T11:14:44|-17.820|-179.503|636.1|GNS|GNS|GNS|2020p090461|mB|4.2|GNS|1995 km north-east of Cape Reinga
2020p091136|2020-02-03T17:16:16|-31.418|-178.472|228.3|GNS|GNS|GNS|2020p091136|M|4.6|GNS|745 km north-east of Te Araroa
2020p092995|2020-02-04T09:47:26|-37.630|176.546|256.9|GNS|GNS|GNS|2020p092995|M|5.5|GNS|30 km east of Tauranga
2020p258283|2020-04-05T13:26:00|-6.265|145.955|111.0|GNS|GNS|GNS|2020p258283|mB|5.1|GNS|4155 km north-west of Cape Reinga
2016p301874|2016-04-21T16:40:36|-32.010|-179.181|33.0|GNS|GNS|GNS|2016p301874|M|4.3|GNS|660 km north of Te Araroa
2013p559812|2013-07-27T03:04:07|-17.534|-175.240|33.0|GNS|GNS|GNS|2013p559812|M|4.3|GNS|2220 km north-east of Cape Reinga
2016p301857|2016-04-21T16:28:44|-32.870|-178.493|33.0|GNS|GNS|GNS|2016p301857|M|4.4|GNS|600 km north-east of Te Araroa
2016p308024|2016-04-23T23:11:26|-18.137|-173.896|33.0|GNS|GNS|GNS|2016p308024|M|4.9|GNS|2240 km north-east of Cape Reinga
2016p301875|2016-04-21T16:38:17|-32.096|-178.685|101.0|GNS|GNS|GNS|2016p301875|M|4.6|GNS|670 km north-east of Te Araroa
2016p321745|2016-04-29T01:01:53|-16.240|167.230|13.0|GNS|GNS|GNS|2016p321745|M|4.6|GNS|2085 km north of Cape Reinga
2020p093134|2020-02-04T10:59:43|-25.992|179.561|570.6|GNS|GNS|GNS|2020p093134|M|4.5|GNS|1145 km north-east of Cape Reinga
2013p558923|2013-07-26T19:08:31|-23.169|179.178|569.0|GNS|GNS|GNS|2013p558923|M|4.8|GNS|1395 km north-east of Cape Reinga
2020p093362|2020-02-04T13:02:43|-33.862|-178.776|33.0|GNS|GNS|GNS|2020p093362|M|4.7|GNS|490 km north-east of Te Araroa
2020p093387|2020-02-04T13:16:26|-33.784|-179.885|219.9|GNS|GNS|GNS|2020p093387|mB|4.7|GNS|455 km north of Te Araroa
2013p556647|2013-07-25T23:01:34|-40.980|174.479|60.0|GNS|GNS|GNS|2013p556647|M|4.2|GNS|30 km north-west of Porirua
2013p561276|2013-07-27T16:03:06|-15.377|-173.132|10.0|GNS|GNS|GNS|2013p561276|M|4.4|GNS|2540 km north-east of Cape Reinga
2013p558226|2013-07-26T13:00:50|-26.062|-177.135|400.4|GNS|GNS|GNS|2013p558226|M|4.3|GNS|1345 km north-east of Whangarei
2016p303326|2016-04-22T05:31:23|-32.682|-179.281|307.0|GNS|GNS|GNS|2016p303326|M|4.0|GNS|585 km north of Te Araroa
2013p561823|2013-07-27T20:59:49|-41.684|174.201|9.5|GNS|GNS|GNS|2013p561823|M|4.3|GNS|10 km east of Seddon
2016p298605|2016-04-20T11:33:30|-19.618|-175.993|359.9|GNS|GNS|GNS|2016p298605|M|4.6|GNS|1985 km north-east of Cape Reinga
2020p093395|2020-02-04T13:19:15|-29.153|-178.107|126.4|GNS|GNS|GNS|2020p093395|M|4.3|GNS|995 km north of Te Araroa
2013p560410|2013-07-27T08:25:41|-32.440|179.889|12.0|GNS|GNS|GNS|2013p560410|M|4.2|GNS|590 km north of Te Araroa
2017p847306|2017-11-10T12:01:14|-18.986|-175.188|196.2|GNS|GNS|GNS|2017p847306|M|4.2|GNS|2090 km north-east of Cape Reinga
2013p561277|2013-07-27T16:03:27|-15.306|-176.426|134.3|GNS|GNS|GNS|2013p561277|mb|5.0|GNS|2380 km north-east of Cape Reinga
2020p094861|2020-02-05T02:21:12|-31.692|-179.907|340.0|GNS|GNS|GNS|2020p094861|mB|4.6|GNS|675 km north of Te Araroa
2020p095140|2020-02-05T04:49:27|-32.766|-177.601|33.0|GNS|GNS|GNS|2020p095140|mB|5.0|GNS|650 km north-east of Te Araroa
2016p301872|2016-04-21T16:37:37|-31.860|-179.528|33.0|GNS|GNS|GNS|2016p301872|M|4.2|GNS|665 km north of Te Araroa
2020p095982|2020-02-05T12:17:13|-53.799|158.842|12.0|GNS|GNS|GNS|2020p095982|mB|6.1|GNS|840 km south-west of Snares Islands
2020p096660|2020-02-05T18:12:37|-6.100|113.110|593.0|GNS|GNS|GNS|2020p096660|mB|6.0|GNS|6800 km west of Milford Sound
2017p847270|2017-11-10T11:45:32|-42.693|172.839|5.0|GNS|GNS|GNS|2017p847270|M|4.2|GNS|5 km north of Culverden
2020p157623|2020-02-28T07:41:50|-18.892|-172.924|10.0|GNS|GNS|GNS|2020p157623|mB|5.8|GNS|2230 km north-east of Cape Reinga
2020p258869|2020-04-05T18:37:07|1.520|126.450|10.0|GNS|GNS|GNS|2020p258869|mB|6.1|GNS|6250 km north-west of Cape Reinga
2020p158359|2020-02-28T14:02:53|-4.340|102.820|122.0|GNS|GNS|GNS|2020p158359|mB|5.4|GNS|7715 km west of Milford Sound
2020p158586|2020-02-28T16:13:29|-31.780|-179.764|360.8|GNS|GNS|GNS|2020p158586|mB|4.4|GNS|670 km north of Te Araroa
2016p305330|2016-04-22T23:14:23|-10.360|165.110|10.0|GNS|GNS|GNS|2016p305330|M|5.6|GNS|2770 km north of Cape Reinga
2016p311723|2016-04-25T08:02:52|-18.778|-178.699|600.0|GNS|GNS|GNS|2016p311723|M|4.0|GNS|1930 km north-east of Cape Reinga
2020p159127|2020-02-28T21:03:16|-47.871|165.972|12.0|GNS|GNS|GNS|2020p159127|M|4.2|GNS|45 km west of Snares Islands
2016p308650|2016-04-24T04:46:01|-32.381|179.622|33.0|GNS|GNS|GNS|2016p308650|M|4.7|GNS|590 km north of Te Araroa
2013p563639|2013-07-28T13:07:14|-41.621|174.269|8.9|GNS|GNS|GNS|2013p563639|M|5.2|GNS|15 km east of Seddon
2013p566944|2013-07-29T18:27:43|-37.337|177.262|137.7|GNS|GNS|GNS|2013p566944|M|4.6|GNS|55 km north-west of Te Kaha
2016p307398|2016-04-23T17:41:24|-33.837|-179.292|144.1|GNS|GNS|GNS|2016p307398|M|4.5|GNS|470 km north-east of Te Araroa
2016p317291|2016-04-27T09:31:51|-32.689|-179.228|33.0|GNS|GNS|GNS|2016p317291|M|4.0|GNS|590 km north of Te Araroa
2016p310639|2016-04-24T22:24:34|-17.650|-173.030|11.0|GNS|GNS|GNS|2016p310639|M|4.8|GNS|2335 km north-east of Cape Reinga
2016p314513|2016-04-26T08:49:08|-31.956|179.786|33.0|GNS|GNS|GNS|2016p314513|M|4.6|GNS|640 km north of Te Araroa
2013p562566|2013-07-28T03:34:20|-30.965|179.811|542.6|GNS|GNS|GNS|2013p562566|M|4.5|GNS|730 km north-east of Whangarei
2013p564270|2013-07-28T18:41:54|-31.076|-178.125|327.2|GNS|GNS|GNS|2013p564270|M|4.8|GNS|795 km north-east of Te Araroa
2016p315076|2016-04-26T13:52:43|-34.474|-179.549|0.0|GNS|GNS|GNS|2016p315076|M|4.0|GNS|395 km north-east of Te Araroa
2016p316489|2016-04-27T02:25:22|-37.359|177.633|83.6|GNS|GNS|GNS|2016p316489|M|4.2|GNS|40 km north of Te Kaha
2020p184348|2020-03-09T05:00:49|-36.413|179.647|12.0|GNS|GNS|GNS|2020p184348|M|4.1|GNS|175 km north-east of Te Araroa
2020p184500|2020-03-09T06:19:33|-33.898|-179.874|12.0|GNS|GNS|GNS|2020p184500|M|4.4|GNS|440 km north of Te Araroa
2013p565386|2013-07-29T04:37:48|-42.584|172.544|12.1|GNS|GNS|GNS|2013p565386|M|4.7|GNS|20 km west of Hanmer Springs
2016p314754|2016-04-26T10:59:00|-21.746|-177.606|601.9|GNS|GNS|GNS|2016p314754|M|5.1|GNS|1695 km north-east of Cape Reinga
2016p310950|2016-04-25T01:12:06|-24.692|-177.109|595.6|GNS|GNS|GNS|2016p310950|M|5.1|GNS|1460 km north-east of Cape Reinga
2016p320015|2016-04-28T09:44:20|-44.436|168.209|5.0|GNS|GNS|GNS|2016p320015|M|4.7|GNS|30 km north-east of Milford Sound
2016p314643|2016-04-26T10:01:11|-34.631|-179.227|33.0|GNS|GNS|GNS|2016p314643|M|4.5|GNS|395 km north-east of Te Araroa
2013p564452|2013-07-28T20:16:23|-20.548|174.687|47.0|GNS|GNS|GNS|2013p564452|M|5.0|GNS|1550 km north of Cape Reinga
2016p314625|2016-04-26T09:52:19|-34.918|-179.188|143.7|GNS|GNS|GNS|2016p314625|M|4.3|GNS|370 km north-east of Te Araroa
2016p317104|2016-04-27T07:48:32|-16.843|-174.066|33.0|GNS|GNS|GNS|2016p317104|mB|4.8|GNS|2350 km north-east of Cape Reinga
2016p321318|2016-04-28T21:17:17|-31.256|178.369|19.7|GNS|GNS|GNS|2016p321318|M|4.4|GNS|620 km north-east of Whangarei
2016p325300|2016-04-30T08:35:42|-16.350|167.200|3.0|GNS|GNS|GNS|2016p325300|M|5.2|GNS|2075 km north of Cape Reinga
2013p565962|2013-07-29T09:44:41|-41.536|174.390|14.7|GNS|GNS|GNS|2013p565962|M|4.0|GNS|30 km north-east of Seddon
2020p098464|2020-02-06T10:20:32|-32.279|-178.239|150.0|GNS|GNS|GNS|2020p098464|MLv|5.8|GNS|665 km north-east of Te Araroa
2020p098697|2020-02-06T12:23:25|-26.811|-179.452|384.9|GNS|GNS|GNS|2020p098697|mB|4.2|GNS|1130 km north-east of Cape Reinga
2020p098791|2020-02-06T13:12:27|-32.373|-178.608|12.0|GNS|GNS|GNS|2020p098791|MLv|4.5|GNS|640 km north-east of Te Araroa
2020p098854|2020-02-06T13:40:09|5.469|126.494|33.0|GNS|GNS|GNS|2020p098854|mB|5.9|GNS|6555 km north-west of Cape Reinga
2020p099934|2020-02-06T23:24:02|-32.228|-179.904|286.6|GNS|GNS|GNS|2020p099934|MLv|5.0|GNS|615 km north of Te Araroa
2020p100941|2020-02-07T08:20:18|-49.999|162.015|33.0|GNS|GNS|GNS|2020p100941|mB|5.4|GNS|400 km south-west of Snares Islands
2020p101115|2020-02-07T09:50:49|-14.409|170.891|627.0|GNS|GNS|GNS|2020p101115|mB|4.8|GNS|2225 km north of Cape Reinga
2020p101202|2020-02-07T10:38:01|-21.241|-178.321|550.6|GNS|GNS|GNS|2020p101202|mB|4.5|GNS|1705 km north-east of Cape Reinga
2020p102868|2020-02-08T01:25:29|-22.483|-178.418|653.9|GNS|GNS|GNS|2020p102868|mB|5.3|GNS|1580 km north-east of Cape Reinga
2013p568489|2013-07-30T08:10:21|-33.051|-179.644|218.0|GNS|GNS|GNS|2013p568489|M|4.2|GNS|535 km north of Te Araroa
2016p324202|2016-04-29T22:50:14|-16.140|166.940|19.0|GNS|GNS|GNS|2016p324202|M|4.5|GNS|2105 km north of Cape Reinga
2020p213694|2020-03-20T01:36:08|-34.445|-178.531|12.0|GNS|GNS|GNS|2020p213694|MLv|5.4|GNS|450 km north-east of Te Araroa
2020p167201|2020-03-02T20:44:04|-32.707|179.222|213.9|GNS|GNS|GNS|2020p167201|M|4.2|GNS|550 km north of Te Araroa
2020p167283|2020-03-02T21:27:32|-32.881|-179.947|328.0|GNS|GNS|GNS|2020p167283|mB|4.2|GNS|545 km north of Te Araroa
2020p103032|2020-02-08T02:53:21|-25.969|-176.932|186.3|GNS|GNS|GNS|2020p103032|M|4.7|GNS|1365 km north-east of Whangarei
2020p103157|2020-02-08T04:00:57|-30.103|-178.566|276.1|GNS|GNS|GNS|2020p103157|mB|4.3|GNS|880 km north of Te Araroa
2020p103286|2020-02-08T05:11:12|-40.529|173.239|149.0|GNS|GNS|GNS|2020p103286|M|4.0|GNS|50 km east of Collingwood
2020p104149|2020-02-08T12:49:24|-31.949|-178.177|12.0|GNS|GNS|GNS|2020p104149|mB|5.2|GNS|700 km north-east of Te Araroa
2020p105051|2020-02-08T20:50:50|-32.192|-177.514|96.0|GNS|GNS|GNS|2020p105051|mB|5.5|GNS|710 km north-east of Te Araroa
2020p105238|2020-02-08T22:29:49|-32.216|-177.547|12.0|GNS|GNS|GNS|2020p105238|mB|5.0|GNS|705 km north-east of Te Araroa
2020p215169|2020-03-20T14:41:25|-34.233|-178.539|33.0|GNS|GNS|GNS|2020p215169|MLv|4.2|GNS|465 km north-east of Te Araroa
2020p106103|2020-02-09T06:04:29|-5.451|152.098|31.0|GNS|GNS|GNS|2020p106103|mB|6.4|GNS|3845 km north-west of Cape Reinga
2020p106590|2020-02-09T10:27:37|-17.198|-179.247|500.0|GNS|GNS|GNS|2020p106590|mB|4.9|GNS|2070 km north-east of Cape Reinga
2020p108145|2020-02-10T00:17:08|-20.329|-176.553|471.3|GNS|GNS|GNS|2020p108145|mB|4.8|GNS|1885 km north-east of Cape Reinga
2020p109109|2020-02-10T08:52:48|-34.041|179.920|178.4|GNS|GNS|GNS|2020p109109|M|4.2|GNS|420 km north of Te Araroa
2020p109716|2020-02-10T14:14:18|-25.159|-179.873|623.5|GNS|GNS|GNS|2020p109716|mB|4.8|GNS|1250 km north-east of Cape Reinga
2020p111188|2020-02-11T03:19:40|-29.799|179.475|157.8|GNS|GNS|GNS|2020p111188|mB|5.2|GNS|810 km north-east of Whangarei
2020p111984|2020-02-11T10:21:48|-23.251|-173.821|56.0|GNS|GNS|GNS|2020p111984|Mw(mB)|5.2|GNS|1760 km north-east of Te Araroa
2016p317041|2016-04-27T07:17:21|-23.910|-179.302|553.7|GNS|GNS|GNS|2016p317041|M|4.2|GNS|1400 km north-east of Cape Reinga
2020p112506|2020-02-11T15:02:14|-33.014|-178.190|0.0|GNS|GNS|GNS|2020p112506|M|5.1|GNS|600 km north-east of Te Araroa
2020p112638|2020-02-11T16:11:51|-24.436|-178.830|560.4|GNS|GNS|GNS|2020p112638|mB|4.2|GNS|1375 km north-east of Cape Reinga
2020p112848|2020-02-11T18:03:18|-23.474|-179.711|590.3|GNS|GNS|GNS|2020p112848|mB|4.4|GNS|1420 km north-east of Cape Reinga
2020p114530|2020-02-12T08:59:26|-26.022|-173.458|101.4|GNS|GNS|GNS|2020p114530|mB|5.2|GNS|1500 km north-east of Te Araroa
2020p114727|2020-02-12T10:47:15|-36.121|-179.902|137.6|GNS|GNS|GNS|2020p114727|M|4.2|GNS|225 km north-east of Te Araroa
2016p326088|2016-04-30T15:38:46|-32.011|179.283|33.0|GNS|GNS|GNS|2016p326088|M|4.2|GNS|615 km north-east of Whangarei
2020p114931|2020-02-12T12:32:16|-20.471|-173.994|362.5|GNS|GNS|GNS|2020p114931|mB|4.4|GNS|2025 km north-east of Cape Reinga
2020p115204|2020-02-12T14:57:52|-17.821|-178.109|553.7|GNS|GNS|GNS|2020p115204|mB|5.3|GNS|2055 km north-east of Cape Reinga
2020p116167|2020-02-12T23:32:31|-28.008|-177.300|360.8|GNS|GNS|GNS|2020p116167|mB|4.7|GNS|1140 km north of Te Araroa
2016p327102|2016-05-01T00:40:18|-40.270|176.314|28.9|GNS|GNS|GNS|2016p327102|M|4.3|GNS|15 km south-east of Dannevirke
2016p340577|2016-05-06T00:16:01|-19.380|168.780|65.0|GNS|GNS|GNS|2016p340577|M|4.5|GNS|1710 km north of Cape Reinga
2016p319973|2016-04-28T09:20:47|-32.301|-178.619|151.8|GNS|GNS|GNS|2016p319973|M|4.1|GNS|650 km north-east of Te Araroa
2013p567912|2013-07-30T03:00:27|-21.652|-177.573|322.0|GNS|GNS|GNS|2013p567912|M|4.5|GNS|1705 km north-east of Cape Reinga
2016p319627|2016-04-28T06:16:18|-30.146|179.096|33.0|GNS|GNS|GNS|2016p319627|M|4.3|GNS|760 km north-east of Whangarei
2016p322890|2016-04-29T11:12:50|-19.720|-176.298|376.6|GNS|GNS|GNS|2016p322890|mB|4.4|GNS|1955 km north-east of Cape Reinga
2020p215264|2020-03-20T15:31:46|-31.462|178.070|12.0|GNS|GNS|GNS|2020p215264|ML|4.3|GNS|585 km north-east of Whangarei
2020p215336|2020-03-20T16:09:34|-23.936|-179.548|601.3|GNS|GNS|GNS|2020p215336|mB|4.1|GNS|1385 km north-east of Cape Reinga
2020p215396|2020-03-20T16:40:21|-26.949|-177.699|529.3|GNS|GNS|GNS|2020p215396|mB|4.5|GNS|1230 km north-east of Whangarei
2013p572959|2013-07-31T23:50:23|-31.987|179.626|257.4|GNS|GNS|GNS|2013p572959|M|4.1|GNS|635 km north of Te Araroa
2016p324223|2016-04-29T23:01:42|-16.170|167.270|35.0|GNS|GNS|GNS|2016p324223|mB|4.8|GNS|2090 km north of Cape Reinga
2020p117385|2020-02-13T10:16:07|-5.585|153.079|10.0|GNS|GNS|GNS|2020p117385|mB|5.5|GNS|3775 km north-west of Cape Reinga
2020p117396|2020-02-13T10:27:37|-32.686|179.140|334.2|GNS|GNS|GNS|2020p117396|mB|4.1|GNS|550 km north of Te Araroa
2020p117427|2020-02-13T10:33:44|45.668|148.893|143.0|GNS|GNS|GNS|2020p117427|mB|7.3|GNS|9185 km north of Cape Reinga
2020p118012|2020-02-13T15:57:17|-41.648|174.272|10.6|GNS|GNS|GNS|2020p118012|M|4.3|GNS|15 km east of Seddon
2020p118104|2020-02-13T16:43:55|-25.881|-179.381|553.0|GNS|GNS|GNS|2020p118104|mB|4.1|GNS|1215 km north-east of Cape Reinga
2013p572271|2013-07-31T17:46:05|-41.749|174.340|11.2|GNS|GNS|GNS|2013p572271|M|4.3|GNS|20 km east of Seddon
2016p324856|2016-04-30T04:38:28|-16.290|167.130|10.0|GNS|GNS|GNS|2016p324856|M|4.2|GNS|2080 km north of Cape Reinga
2016p327229|2016-05-01T01:42:53|-23.918|-179.101|632.9|GNS|GNS|GNS|2016p327229|M|4.8|GNS|1410 km north-east of Cape Reinga
2020p120056|2020-02-14T09:55:28|-58.942|-25.560|35.0|GNS|GNS|GNS|2020p120056|mB|5.4|GNS|8095 km south of Snares Islands
2016p320401|2016-04-28T13:08:31|-32.104|-178.966|341.6|GNS|GNS|GNS|2016p320401|M|4.6|GNS|655 km north of Te Araroa
2016p327872|2016-05-01T07:29:24|-34.111|-179.100|389.0|GNS|GNS|GNS|2016p327872|M|4.3|GNS|450 km north-east of Te Araroa
2020p179698|2020-03-07T11:34:06|-1.159|121.435|33.0|GNS|GNS|GNS|2020p179698|M|4.8|GNS|6460 km north-west of Cape Reinga
2013p575237|2013-08-01T20:01:43|-15.244|-173.501|32.0|GNS|GNS|GNS|2013p575237|M|5.4|GNS|2535 km north-east of Cape Reinga
2016p329780|2016-05-02T00:26:49|-37.172|177.495|125.2|GNS|GNS|GNS|2016p329780|M|4.5|GNS|65 km north of Te Kaha
2016p335447|2016-05-04T02:42:45|-18.958|-174.246|60.0|GNS|GNS|GNS|2016p335447|M|4.6|GNS|2145 km north-east of Cape Reinga
2020p180679|2020-03-07T20:24:27|-31.977|-179.262|300.0|GNS|GNS|GNS|2020p180679|M|4.0|GNS|660 km north of Te Araroa
2016p335041|2016-05-03T23:05:59|-16.300|167.330|7.0|GNS|GNS|GNS|2016p335041|M|4.6|GNS|2075 km north of Cape Reinga
2013p577138|2013-08-02T12:59:28|-41.697|174.101|11.2|GNS|GNS|GNS|2013p577138|M|4.0|GNS|Within 5 km of Seddon
2016p328687|2016-05-01T14:43:35|-31.330|-179.403|391.5|GNS|GNS|GNS|2016p328687|M|4.3|GNS|725 km north of Te Araroa
